recipe_name,ingredients,preparation_time,cooking_time
Veg Seekh Hot Dog,"{'OIL': 1, 'JEERA': 1, 'ONIONS': 3, 'GINGER GARLIC PASTE': 1, 'CARROT': 0.5, 'FRENCH BEANS': 0.5, 'SWEET CORN': 0.25, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 2, 'JEERA POWDER': 1, 'GARAM MASALA': 1, 'CHAAT MASALA': 1, 'POTATOES': 1, 'PANEER': 0.5, 'GREEN CHILLIES': 1, 'FRESH CORIANDER LEAVES': 1, 'FRESH MINT LEAVES': 2, 'ROASTED BESAN': 1, 'PROCESSED CHEESE': 0.25, 'MAYONNAISE': 3, 'TANDOORI MASALA': 1, 'CUCUMBER': 0.5, 'CAPSICUM': 0.5, 'TOMATOES': 0.5, 'AAMCHUR POWDER': 0.5, 'TAMARIND WATER': 2, 'LEMON JUICE': 1, 'HOT DOGS': 0, 'BUTTER': 0}",15.0,30.0
Veg sweetcorn soup,"{'CARROTS': 1, 'CELERY': 0.5, 'TURNIP': 0.5, 'ONIONS': 1, 'CABBAGE': 0.5, 'GARLIC': 4, 'SWEETCORN': 1, 'OIL': 1, 'GINGER': 1, 'SPRINGONION': 3, 'CAPSICUM': 0.33, 'FRENCHBEANS': 0.33}",15.0,30.0
,,,
Chicken baida roti,"{'CHICKEN': '300gm', 'OIL': '2tbsp', 'ONIONS': '3tbsp', 'FRESH CORIANDER LEAVES': '2tsp', 'GREEN CHILLIES': '1', 'EGG': '1', 'REFINED FLOUR': '1cup', 'SALT': '1tsp'}",45.0,30.0
Butter chicken burger,"{'BURGER BUNS': 0, 'CURD & BASIL DIP': 0, 'MAKHANI COATED CHICKEN BREAST': 0, 'FRESH LETTUCE LEAVES': 0, 'CARAMELIZED ONIONS': 0}",15.0,30.0
Bombay pav bhaji sizzler,"{'OIL': '2 tbsp', 'BUTTER': '2 tbsp', 'JEERA': '1 tsp', 'ONIONS': '1', 'RED CHILLI PASTES': '4', 'GARLIC PASTE': '5-6', 'CAPSICUM': '2', 'GREEN PEAS': '1/4th cup', 'TOMATOES': '3', 'POTATOES': '4-5', 'BEETROOT': '2 tbsp', 'PAV BHAJI MASALA POWDER': '2 tbsp', 'SALT': 'to taste', 'WATER': '150 ml', 'GARAM MASALA': '½ tsp', 'FRESH CORIANDER LEAVES': '1 tbsp', 'LEMON JUICE': '1 tsp', 'CUMIN SEEDS': '1 tsp', 'CABBAGE': '1 cup', 'COOKED BASMATI RICE': '3 cups', 'FRENCH FRIES': '0', 'TOASTED PAV': '2'}",0.0,0.0
Chicken manchow soup,"{'CHICKEN': '150 gm', 'OIL': '3 tbsp', 'GARLIC': '8-10', 'GREEN CHILLIES': '1 tbsp', 'CARROTS': '½ cup', 'CAPSICUM': '½ cup', 'MUSHROOM': '½ cup', 'CABBAGE': '½ cup', 'TOMATOES': '2 tbsp', 'SOY SAUCE': '2 tbsp', 'RED CHILLI SAUCE': '1 tbsp', 'SUGAR': '1 tsp', 'BLACK PEPPER': '1/4th tsp', 'SALT': 'to taste', 'CHICKEN STOCK': '1.5 litres', 'CORNSTARCH': '3 tbsp', 'WATER': '50 ml', 'EGG': '1', 'SPRING ONION GREENS': '2 tbsp'}",20.0,25.0
Chole Kulche,"{'CHICKEN': 0, 'TOMATOES': 0}",0.0,0.0
,,,
Rocket Kebabs,"{'GHEE': 2, 'GINGER GARLIC PASTE': 1, 'BEETROOT': 1, 'GREEN CHILLIES': 1, 'CORIANDER POWDER': 2, 'ANARDANA POWDER': 1, 'GARAM MASALA': 1, 'CUMMIN POWDER': 1, 'RED CHILLI POWDER': 1, 'SALT': 0, 'SWEET POTATOES': 0, 'BESAN': 2, 'FRESH CORIANDER LEAVES': 1, 'CAPSICUM': 0, 'TOMATOES': 0}",30.0,30.0
Moong dal ka halwa,"{'MOONG DAL': 0.5, 'SUGAR': 1, 'WATER': 1, 'CARDAMOM POWDER': 1, 'SAFFRON': 0, 'GHEE': 1, 'RAVA': 1, 'BESAN': 1, 'ALMONDS': 0, 'CASHEW NUTS': 0, 'PISTACHIOS': 0}",10.0,60.0
Crispy chicken,"{'CHICKEN': '250gm', 'VINEGAR': '1tsp', 'CORN_STARCH': '2tbsp', 'REFINED_FLOUR': '½ cup', 'OIL': '1tbsp', 'WATER': '100ml', 'GARLIC': '12-15 cloves', 'SPRING_ONION_BULBS': '4-5 / 1/3rd cup', 'SPRING_ONION_GREENS': '1/4th cup', 'CAPSICUM': '1 medium size', 'SUGAR': '1tsp', 'SCHEZWAN_SAUCE': '1/4th cup', 'KETCHUP': '1/4th cup', 'RED_CHILLI_SAUCE': '1tbsp', 'SOY_SAUCE': '1tsp'}",15.0,30.0
Veg Combination Toast,"{'CHEESE': '1/4th cup', 'GARLIC': '1 tbsp', 'GREEN CHILLIES': '2-3 nos.', 'CORIANDER LEAVES': '1 tbsp', 'OREGANO': '1 tsp', 'PANEER': '100 gm', 'TAMARIND CHUTNEY': '1 tbsp', 'MINT CHUTNEY': '1 tbsp', 'ONIONS': '1 tbsp', 'RED CHILLI POWDER': '1 tbsp', 'CHAAT MASALA': '1 tsp', 'POTATOES': '2-3 medium size', 'CAPSICUM': '1 medium size', 'TOMATOES': '1 medium size', 'PARSLEY / CORIANDER LEAVES': '1 tbsp', 'PAV BHAJI MASALA': '1 tbsp', 'HOT DOG BUNS': '4-5 nos.'}",20.0,20.0
Egg fried rice,"{'RICE': 500, 'OIL': 4, 'GARLIC': 1, 'DRY RED CHILLIES': 2, 'SPRING ONION GREENS': 0.25, 'SUGAR': 1, 'SALT': 0, 'BLACK PEPPER': 0, 'SOY SAUCE': 0.5, 'VINEGAR': 0.5, 'EGGS': 3}",45.0,30.0
Kadhai paneer,"{'TOMATOES': 8, 'GARLIC': 7, 'GINGER': 1, 'PANEER': 250, 'ONION': 2, 'CAPSICUM': 2}",15.0,30.0
Chole samosa,"{'CHICKPEAS': 1, 'WATER': 0, 'SALT': 1, 'GHEE': 4, 'BAY LEAVES': 3, 'BLACK CARDAMOM': 4, 'CLOVES': 5, 'BLACK PEPPERCORNS': 5, 'ONIONS': 2, 'GINGER GARLIC PASTE': 2, 'GREEN CHILLIES': 3, 'TOMATO PUREE': 1, 'RED CHILLI POWDER': 1, 'TURMERIC POWDER': 0.5, 'CORIANDER POWDER': 1, 'ANARDANA POWDER': 1, 'AAMCHUR POWDER': 1, 'FRESH CORIANDER LEAVES': 1, 'KASURI METHI': 1, 'GARAM MASALA': 0.5, 'REFINED FLOUR': 2, 'AJWAIN': 1, 'JEERA': 1, 'HING': 1, 'SAUNF': 1, 'POTATOES': 6, 'GREEN PEAS': 0.5, 'JEERA POWDER': 1, 'BLACK SALT': 0.5, 'AMCHUR POWDER': 0.5}",300.0,30.0
Cheese burst toast 2 ways,"{'PROCESSED CHEESE': 200, 'MILK': 0.75, 'BUTTER': 2, 'BREAD SLICE': 0, 'SALSA': 0, 'MASALA BEANS': 0, 'MOZZARELLA CHEESE': 0, 'TOMATOES': 0, 'SWEET CORN': 0, 'CAPSICUM': 0, 'ONION': 0, 'PIZZA SAUCE': 0, 'RED CHILLIES': 0, 'PANEER': 0}",30.0,30.0
Veg crispy,"{'POTATOES': 2, 'BABY CORN': 0.25, 'BROCCOLI': 0.5, 'CARROT': 1, 'CAPSICUM': 1, 'FRENCH BEANS': 0.5}",15.0,30.0
Spinach & corn momos,"{'PANEER': 250, 'SPINACH': 0.25, 'SWEET CORN': 0.25}",60.0,20.0
Chicken tikka,"{'CHICKEN': '500gm', 'ONIONS': '0.5', 'TOMATOES': '0.5', 'CAPSICUM': '0.5'}",30.0,30.0
Shahi paneer,"{'Oil': '5 tbsp', 'Jeera': '1 tsp', 'Cinnamon stick': '1 inch', 'Black peppercorn': '1 tsp', 'Green cardamom': '3-4', 'Onions': '3', 'Ginger garlic paste': '2 tbsp', 'Cashew nuts': '8-10', 'Tomatoes': '5', 'Salt': 'to taste', 'Coriander powder': '1 tbsp', 'Turmeric powder': '½ tsp', 'Red chilli powder': '1 tbsp', 'Green chillies': '2-3', 'Ginger': '1 tbsp', 'Paneer': '250 gm', 'Fresh cream': '1/4th cup', 'Fresh coriander leaves': '1 tbsp', 'Kasuri methi': '1 tsp'}",30.0,30.0
Spice Drop,{},0.0,0.0
Chole pav chaat,"{'RAW CHICKPEAS': 1, 'WATER': 0, 'SALT': 0, 'GHEE': 2, 'ONIONS': 0, 'GINGER GARLIC PASTE': 2, 'GREEN CHILLIES': 2, 'TOMATO PUREE': 3, 'RED CHILLI POWDER': 1, 'TURMERIC POWDER': 0.5, 'CORIANDER POWDER': 1, 'ANARDANA POWDER': 1, 'AAMCHUR POWDER': 1, 'FRESH CORIANDER LEAVES': 1, 'KASURI METHI': 1, 'GARAM MASALA': 0.5, 'PAV': 0, 'RED GARLIC CHUTNEY': 0, 'TAMARIND CHUTNEY': 0, 'SEV': 0, 'POMEGRANATE SEEDS': 0, 'GINGER JULIENNES': 0}",300.0,30.0
Khasta samosa with imli aur pyaaz ki chutney,"{'REFINED FLOUR': 2, 'SALT': 1, 'AJWAIN': 1, 'GHEE': 4, 'TOMATOES': 0, 'CHICKEN': 0, 'JEERA': 1, 'HING': 1, 'SAUNF': 1, 'GINGER GARLIC PASTE': 1, 'POTATOES': 5, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'GREEN CHILLIES': 1, 'GREEN PEAS': 0.5, 'JEERA POWDER': 1, 'BLACK SALT': 0.5, 'ANARDANA POWDER': 1, 'AMCHUR POWDER': 0.5, 'FRESH CORIANDER LEAVES': 1, 'TAMARIND': 1, 'BOILING WATER': 500, 'SUGAR': 0.25}",60.0,30.0
,,,
,,,
Pav bhaji toast,"{'Oil': '1 tbsp', 'Butter': 'to toast', 'Jeera': '1 tsp', 'Onions': 'as required', 'Red chilli pastes': 'paste of 4 red chillies', 'Garlic paste': 'paste of 5-6 cloves', 'Capsicum': '2 medium size', 'Green peas': '1/4th cup', 'Tomato': '3 medium size', 'Potatoes': '4-5 medium size', 'Beetroot': '2 tbsp', 'Pav bhaji masala powder': 'as required', 'Salt': 'to taste', 'Water': '100 ml', 'Garam masala': '½ tsp', 'Fresh coriander leaves': '1 tbsp', 'Lemon juice': '1 tsp', 'Pav / bread slices': 'as required', 'Processed cheese': 'as required', 'Green chillies': 'as required'}",15.0,30.0
Masala Dosa,"{'RICE': '1 cup', 'Urad Dal': '1/2 cup', 'POTATOES': '2', 'ONIONS': '1', 'GREEN CHILLIES': '2', 'CUMIN SEEDS': '1/2 tsp', 'MUSTARD SEEDS': '1/4 tsp', 'FENNEL SEEDS': '1/4 tsp', 'Curry Leaves': 'few', 'Ginger-Garlic Paste': '1 tbsp', 'Turmeric Powder': '1/2 tsp', 'Red Chilli Powder': '1/2 tsp', 'Coriander Powder': '1 tsp', 'Salt': 'to taste', 'Oil': 'for frying'}",30.0,20.0
Paneer paratha,"{'PANEER': '250gm', 'ONIONS': '1', 'GREEN CHILLIES': '1', 'GINGER GARLIC PASTE': '1 tbsp', 'FRESH CORIANDER': '2 tbsp', 'FRESH MINT': '2 tbsp', 'KASURI METHI': '1 tsp', 'ANARDANA': '1 tbsp', 'CORIANDER POWDER': '1 tbsp', 'AJWAIN': '1 tsp', 'RED CHILLI POWDER': '1 tsp', 'WHEAT FLOUR': '1 cups', 'OIL': '1 tsp', 'WATER': 'as required'}",45.0,20.0
Delhi wali khasta kachori,"{'REFINED FLOUR': 2, 'SALT': 0, 'AJWAIN': 1, 'GHEE': 4, 'MOONG DAL': 0.5, 'WATER': 500, 'OIL': 3, 'BESAN': 4, 'SAUNF': 1, 'CORIANDER SEEDS': 1, 'BLACK PEPPERCORNS': 4, 'RED CHILLI POWDER': 1, 'TURMERIC POWDER': 0.5, 'CORIANDER POWDER': 1, 'GARAM MASALA': 1, 'KASURI METHI': 1, 'HING': 1, 'AAMCHUR POWDER': 1, 'BLACK SALT': 1, 'JEERA': 1, 'WHOLE DRY CHILLIES': 2, 'TOMATOES': 2, 'POTATOES': 4, 'FRESH CORIANDER LEAVES': 1}",60.0,60.0
Paneer tikka popcorn,"{'PANEER': 250, 'CURD': 200, 'MUSTARD OIL': 2, 'KASHMIRI RED CHILLI POWDER': 1, 'GINGER GARLIC PASTE': 1, 'CORIANDER POWDER': 1, 'JEERA POWDER': 1, 'GARAM MASALA': 0.5, 'AAMCHUR POWDER': 2, 'BLACK SALT': 0.5, 'KASURI METHI': 1, 'FRESH CORIANDER LEAVES': 1, 'BESAN': 200, 'SALT': 0, 'OIL': 0, 'MAYONNAISE': 4, 'MINT CHUTNEY': 1}",60.0,30.0
Paneer khurchan,"{'GHEE': 2, 'JEERA': 1, 'ONIONS': 2, 'GINGER GARLIC PASTE': 2, 'GREEN CHILLIES': 2, 'CAPSICUM': 1, 'TOMATOES': 2, 'SALT': 0, 'RED CHILLI POWDER': 1, 'JEERA POWDER': 1, 'CORIANDER POWDER': 1, 'GARAM MASALA': 1, 'AAMCHUR POWDER': 1, 'WATER': 100, 'PANEER': 250, 'KASURI METHI': 1, 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': 1, 'FRESH CREAM': 2}",15.0,30.0
Hara bhara kebab,"{'SPINACH': 2, 'GHEE': 2, 'JEERA': 1, 'GINGER': 1, 'GREEN CHILLI PASTE': 1, 'CAPSICUM': 2, 'GREEN PEAS': 0.5, 'TURMERIC POWDER': 0.5, 'FRESH MINT LEAVES': 2, 'FRESH CORIANDER LEAVES': 2, 'POTATOES': 4.5, 'BLACK SALT': 1, 'JEERA POWDER': 1, 'GARAM MASALA': 1, 'AAMCHUR POWDER': 1, 'ROASTED BESAN': 3, 'CASHEW NUTS': 0, 'OIL': 0, 'THICK CURD': 0.5, 'GARLIC': 2, 'RED CHILLI POWDER': 2}",30.0,30.0
Crispy chilli garlic lotus root,"{'LOTUS ROOT': 500, 'CORNSTARCH': 1, 'GARLIC': 2, 'SPRING ONION': 2, 'GINGER': 1, 'GREEN CHILLIES': 1, 'CAPSICUM': 2, 'RED CHILLI SAUCE': 2, 'KETCHUP': 2, 'SOY SAUCE': 1}",20.0,30.0
Tawa pulao,"{'OIL': 1, 'BUTTER': 2, 'JEERA': 1, 'ONIONS': 0.5, 'GARLIC PASTE': 1, 'RED GARLIC CHUTNEY': 0.25, 'CAPSICUM': 0.33, 'CABBAGE': 1, 'TOMATOES': 1, 'GREEN PEAS': 0.25, 'GARAM MASALA': 1, 'PAV BHAJI MASALA': 2, 'SALT': 0, 'PAR BOILED BASMATI RICE': 250, 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': 1}",30.0,25.0
Veg hakka noodles,"{'CAPSICUM': 2, 'CARROTS': 1, 'CABBAGE': 0.5, 'NOODLES': 1, 'SALT': 0, 'OIL': 1, 'GARLIC': 1, 'SPRING ONION BULBS': 0.25, 'SPRING ONION GREENS': 0.5, 'SOY SAUCE': 1, 'CHILLI OIL': 1, 'VINEGAR': 1}",20.0,10.0
Rajma Chawal,"{'RAJMA': '1 cup', 'RICE': '1 cup'}",15.0,30.0
Paneer chilli,"{'PANEER': '250 gm', 'SALT': '0', 'BLACK PEPPER': '0', 'CORN STARCH': '1/4th cup', 'OIL': '3 tbsp', 'GARLIC': '13-15 cloves', 'GINGER': '1 inch', 'GREEN CHILLIES': '8-10 nos.', 'SPRING ONION BULBS': '5-6 stalks', 'CAPSICUM': '2 medium size', 'SPRING ONION GREENS': '1/4th cup', 'SUGAR': '1 tsp', 'SOY SAUCE': '2 tbsp', 'RED CHILLI SAUCE': '2 tbsp', 'CORNFLOUR': '5 tbsp', 'WATER': '100 ml'}",10.0,25.0
Veg fortune rice,"{'PANEER': 250, 'OIL': 3, 'STAR ANISE': 2, 'GARLIC': 4, 'CARROTS': 1, 'CAPSICUM': 2, 'SWEET CORN': 0.25, 'FRENCH BEANS': 50, 'SPRING ONION GREENS': 3, 'SUGAR': 1, 'SOY SAUCE': 1, 'RED CHILLI SAUCE': 1, 'SALT': 0, 'BLACK PEPPER': 0, 'WATER': 50, 'COOKED RICE': 250}",15.0,30.0
Cheese burst pizza,"{'PROCESSED CHEESE': 200, 'MILK': 100, 'BUTTER': 1, 'WARM WATER': 0.25, 'SUGAR': 1, 'YEAST': 1.5, 'REFINED FLOUR': 2, 'MILK POWDER': 1, 'SALT': 0.5, 'OLIVE OIL': 1, 'MAIZE FLOUR': 0, 'CHEESE SAUCE': 0, 'READYMADE TORTILLA OR HOMEMADE CHAPATI': 4, 'PIZZA SAUCE': 0, 'MOZZARELLA CHEESE': 0, 'CAPSICUM': 0, 'ONIONS': 0, 'TOMATOES': 0, 'SWEET CORN': 0, 'PANEER TANDOORI': 0, 'OREGANO': 0, 'CHILLI FLAKES': 0}",0.0,15.0
,,,
Beetroot humus,"{'CHICKPEAS': 1, 'GARLIC': 4, 'PARSLEY': 1, 'BEETROOT': 0.33, 'LEMON': 1, 'TAHINI': 1, 'OLIVE OIL': 2, 'CHICKPEA WATER': 1}",10.0,0.0
Homemade malai paneer,"{'WATER': 1.5, 'VINEGAR': 3, 'MILK': 3, 'FRESH CREAM': 0.75}",60.0,15.0
Paneer Corn Tikki Masala,"{'PANEER': '0.5', 'SWEET CORN': '0.5', 'GREEN CHILLIES': '1', 'GINGER GARLIC PASTE': '1', 'AMCHUR POWDER': '1', 'REFINED FLOUR': '3', 'GHEE/ OIL': '0', 'GARLIC PASTE': '1', 'CASHEW PASTE': '0.25', 'RED CHILLI POWDER': '1', 'GARAM MASALA': '1', 'CURD': '1', 'BROWN ONION PASTE': '0.25', 'FRESH CORIANDER LEAVES': '1'}",0.0,0.0
,,,
Tandoori soya chaap,"{'SOYA_CHUNKS': 1, 'SOY_BEANS': 1, 'WATER': 0.25, 'WHEAT_FLOUR': 1, 'REFINED_FLOUR': 1, 'HUNG_CURD': 0.5, 'RED_CHILLI_POWDER': 2, 'CUMMIN_POWDER': 1, 'CORIANDER_POWDER': 1, 'GARAM_MASALA': 1, 'BLACK_SALT': 0.5, 'GINGER_GARLIC_PASTE': 1, 'MUSTARD_OIL': 1, 'LEMON_JUICE': 1}",0.0,20.0
Schezwan paneer maggi sizzler,"{'CORNFLOUR': 1, 'REFINED FLOUR': 2, 'GINGER GARLIC PASTE': 1, 'SCHEZWAN SAUCE': 1, 'SALT': 0, 'BLACK PEPPER': 0, 'WATER': 100, 'PANEER': 500, 'BELL PEPPER': 0.5, 'OIL': 0, 'BUTTER': 1, 'GARLIC': 1, 'CARROTS': 0.5, 'YELLOW BELL PEPPER': 0.5, 'RED BELL PEPPER': 0.5, 'BROCCOLI': 0.5, 'MIXED HERBS': 1, 'RED CHILLI FLAKES': 0.5, 'SUGAR': 0.5, 'LEMON JUICE': 1, 'SPRING ONION BULBS': 0.25, 'KETCHUP': 1, 'RED CHILLI SAUCE': 1, 'SPRING ONION GREENS': 2}",0.0,0.0
Masala pattice pav,"{'POTATOES': 4, 'OIL': 1, 'GARLIC': 100, 'GREEN CHILLIES': 2, 'TURMERIC POWDER': 0.5, 'LEMON JUICE': 1, 'CORIANDER LEAVES': 1, 'KASHMIRI RED CHILLIES': 10, 'HOT WATER': 0, 'BLACK SALT': 1.5, 'JEERA POWDER': 1, 'GARAM MASALA': 1, 'WATER': 100, 'BUTTER': 0, 'RED CHILLI PASTE': 0, 'FRESH CORIANDER': 0, 'TOMATOES': 0, 'ONIONS': 0, 'CHAAT MASALA': 0}",30.0,30.0
Hot & sweet crispy noodles,"{'NOODLES': 1, 'CORNSTARCH': 3, 'PANEER': 250, 'SALT': 0, 'BLACK PEPPER': 0, 'OIL': 2, 'GARLIC': 4, 'GINGER': 1, 'SPRING ONION BULBS': 4, 'CAPSICUM': 2, 'CARROT': 2, 'BABY CORN': 4, 'SUGAR': 1, 'SPRING ONION GREENS': 1, 'SCHEZWAN SAUCE': 1, 'RED CHILLI SAUCE': 1, 'KETCHUP': 2, 'SOY SAUCE': 1, 'WATER': 100}",20.0,30.0
,,,
Zucchini spaghetti & pink sauce pasta,"{'OLIVE OIL': '2 tsp', 'OATS POWDER': '3 tbsp', 'MILK': '200 ml', 'ONIONS': '3 tbsp', 'GARLIC': '2 tbsp', 'TOMATO PUREE': '1 cup', 'SUGAR': '1 tsp', 'RED CHILLI POWDER': '1 tsp', 'SALT': 'to taste', 'BLACK PEPPER POWDER': '½ tsp', 'OREGANO': '½ tsp', 'BASIL LEAVES': 'few sprigs', 'ZUCCHINIS': 'as required', 'CHERRY TOMATOES': '1/4th cup', 'SWEET CORN': '1/4th cup'}",0.0,0.0
Smoked paneer tikka sandwich,"{'MUSTARD OIL': 1, 'KASHMIRI RED CHILLI POWDER': 1, 'GINGER GARLIC PASTE': 1, 'JEERA POWDER': 1, 'CORIANDER POWDER': 1, 'GARAM MASALA': 1, 'BLACK SALT': 1, 'AAMCHUR POWDER': 1, 'HUNG CURD': 0.5, 'ROASTED BESAN': 1, 'FRESH CORIANDER': 1, 'LEMON JUICE': 1, 'CAPSICUM': 1, 'ONIONS': 1, 'TOMATOES': 1, 'PANEER': 250, 'GHEE/OIL': 1, 'BREAD SLICE': 0, 'GREEN CHUTNEY': 0, 'BUTTER': 0, 'CHEESE': 0}",15.0,15.0
Stir fried zucchini noodles,"{'ZUCCHINI': 0, 'OLIVE OIL': 1, 'GARLIC': 1, 'CABBAGE': 0.25, 'CARROT': 0.25, 'BELL PEPPERS': 0.25, 'CAPSICUM': 0.25, 'MUSHROOM': 0.25, 'BROCCOLI': 0.25}",0.0,0.0
Cheese burst vadapav,"{'PROCESSED CHEESE': 1, 'MILK': 100, 'BUTTER': 1, 'OIL': 1, 'MUSTARD SEEDS': 1, 'CUMIN SEEDS': 1, 'CURRY LEAVES': 10, 'GINGER GARLIC PASTE': 1, 'GREEN CHILLI': 1, 'TURMERIC POWDER': 0.5, 'POTATOES': 1, 'SALT': 0, 'LEMON JUICE': 1, 'FRESH CORIANDER': 1, 'CHILLED CHEESY SAUCE': 0, 'GRAM FLOUR': 1, 'AJWAIN': 1, 'CAROM SEEDS': 1, 'WATER': 0}",45.0,20.0
Missal pav,"{'DRY COCONUT': '3/4th cup', 'ONIONS': '1 cup', 'WHOLE RED CHILLIES': '15-20 nos.', 'CORIANDER SEEDS': '1 tbsp', 'METHI SEEDS': '1 tsp', 'GINGER AND GARLIC': '1/4th cup', 'OIL': '3 tbsp', 'CUMMIN SEEDS': '2 tsp', 'MUSTARD SEEDS': '1 tsp', 'CURRY LEAVES': 'a handful', 'TOMATOES': '1/3rd cup', 'RED CHILLI POWDER': '1 tbsp', 'MISAL MASALA': '3 tbsp', 'WHITE PEAS': '1 cup', 'SALT': 'to taste', 'WATER': '1 litre', 'FRESH CORIANDER LEAVES': '1 tbsp', 'LEMON JUICE': '1 tsp'}",0.0,0.0
Tandoori paneer masala pav,"{'CAPSICUM': 5, 'PANEER': 400, 'OIL': 3, 'JEERA': 1, 'RED CHILLI PASTE': 0, 'GARLIC PASTE': 2, 'ONIONS': 2, 'TOMATOES': 3, 'SALT': 0, 'TANDOORI MASALA': 3, 'GARAM MASALA': 1, 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': 1}",15.0,25.0
Paneer tikka cheese burst naanza,"{'REFINED FLOUR': 2, 'MILK POWDER': 2, 'BAKING SODA': 1, 'SUGAR': 1, 'SALT': 0, 'YOGURT': 0.25, 'WATER': 175, 'CHEESE': 1, 'GARLIC': 0.33, 'MINT LEAVES': 1, 'CORIANDER LEAVES': 2, 'GREEN CHILLIES': 1, 'OIL': 1, 'JEERA': 1, 'ONIONS': 0.33, 'GINGER GARLIC PASTE': 1, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'TOMATO PUREE': 1, 'GARAM MASALA': 1, 'FRESH CREAM': 3, 'DOUGH BALLS': 0, 'KALONJI': 0, 'CORIANDER': 0, 'BUTTER': 0, 'PIZZA MAKHANI SAUCE': 0, 'CORN': 0, 'BELL PEPPERS': 0, 'PANEER TIKKA': 0}",0.0,10.0
Dal bati,"{'TOMATOES': 4, 'CHICKEN': '500g'}",15.0,25.0
,,,
Mysore masala dosa,"{'ONIONS': 1, 'TOMATOES': 2, 'CAPSICUM': 1, 'BEETROOT': 2, 'RED CHILLI PASTE': 2, 'RED CHILLI POWDER': 1, 'WATER': 100, 'ALOO MASALA': 0.5, 'FRESH CORIANDER': 1, 'OIL': 1, 'COCONUT': 1, 'GINGER': 2, 'GARLIC': 4, 'GREEN CHILLIES': 2, 'SALT': 0, 'URAD DAL': 1, 'DRY RED CHILLIES': 3, 'MUSTARD SEEDS': 1, 'CURRY LEAVES': 8, 'DOSA BATTER': 0, 'MYSORE MASALA': 0, 'BUTTER': 1}",0.0,0.0
,,,
,,,
Dal bati,"{'TOMATOES': 4, 'CHICKEN': '500g'}",15.0,25.0
Dominos style garlic breadstick,"{'REFINED FLOUR': 2, 'MILK POWDER': 1, 'GARLIC PASTE': 1, 'SALT': 0.5, 'BLACK PEPPER': 0.25, 'SUGAR': 1, 'YEAST': 1.5, 'WARM WATER': 0.5, 'OLIVE OIL': 0, 'BUTTER': 0, 'OREGANO SEASONING': 0}",0.0,18.0
,,,
Ukdiche Modak,{},0.0,0.0
,,,
,,,
,,,
Chocolate Modaks,"{'CHOCOLATE': 0, 'ALMOND': 0, 'PAAN': 0, 'COCONUT': 0, 'ROSE': 0, 'MOTICHOOR': 0}",0.0,0.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Pasta & Pizza Sauce,{},0.0,0.0
,,,
,,,
,,,
,,,
,,,
,,,
Kheer puda,"{'RICE': 0.25, 'ALMONDS': 0.25, 'MILK': 1, 'SUGAR': 0, 'RAISINS': 0.25, 'CONDENSED MILK': 200, 'WATER': 1.5, 'SAFFRON': 0, 'WHEAT FLOUR': 1, 'RAVA': 0.25, 'SAUNF': 1, 'BLACK PEPPERCORNS': 7}",60.0,30.0
,,,
Veeba Eggless Mayonnaise,{},0.0,0.0
,,,
Veg manchurian,"{'CARROTS': 1, 'FRENCH BEANS': 50, 'CABBAGE': 0.5, 'CAPSICUM': 0.5, 'ONIONS': 1, 'SPRING ONIONS': 0.25, 'OIL': 3, 'GARLIC': 2, 'GINGER': 1, 'GREEN CHILLIES': 1}",30.0,30.0
,,,
Paneer bhurji,"{'Milk': 2, 'Vinegar': 2, 'Water': 200, 'Ghee': 1, 'Onions': 2, 'Garlic': 1, 'Ginger': 1, 'Green chillies': 1, 'Tomatoes': 3, 'Salt': 0, 'Turmeric powder': 0.5, 'Red chilli powder': 1, 'Coriander powder': 1, 'Garam masala': 1, 'Kasuri methi': 1, 'Fresh coriander': 1, 'Fresh cream': 2}",15.0,15.0
,,,
Veeba Carrot & Cucumber Sandwich Spread,{},0.0,0.0
Home-made Frankie Masala,{},0.0,0.0
,,,
Masala Omelette,"{'ONIONS': '1', 'TOMATOES': '1', 'EGGS': '4'}",10.0,5.0
,,,
,,,
,,,
,,,
,,,
Veeba Eggless Mayonnaise,{},0.0,0.0
,,,
,,,
,,,
,,,
,,,
Pasta & Pizza Sauce,{},0.0,0.0
,,,
,,,
Veeba Carrot & Cucumber Sandwich Spread,"{'CARROT': 0, 'CUCUMBER': 0}",0.0,0.0
,,,
,,,
